"Timestamp","When did you start watching itswill?","How did you discover itswill?","How often do you watch itswill YouTube videos?","Are you subscribed to itswill on YouTube?","How often do you watch itswill?","How would you rate your overall experience watching itswill? ","Are you subscribed to itswill on Twitch?","Are you now or have you ever been banned in the itswill Livestream?","What do you primarily watch itswill for?","What's your favorite type of stream?","What types of itswill videos do you typically watch?","What is your favorite day-specific stream archetype?","What was your favorite itswill Special Edition Livestream?","What are your 3 favorite variety games/genres?","What is your favorite variety stream of all time?","What stream content would you most like to see come to life?","How do you typically discover the stream has started?","Do you have any Twitch extensions installed?","How much do you chat?","Has the itswill Livestream been a positive force in your life?","Are you a member of the itswill Discord server?","How many hours do you spend on Twitch per day? (average)","Other than itswill, how many streamers do you consistently watch?","How do you watch Twitch?","Which RuneScape games do you play?","Do you play Old School RuneScape?","What is your current age?","Are you right or left handed?","Do you identify as LGBTQ+?","What is your gender identity?","What is your sexuality?","What is your current relationship status?","What country are you from?","What country do you currently live in?","Do you have a driver's license?","Highest education level?","What is your current employment status?","What sports do you watch?","What sports do you play?","What types of games do you play?","What hobbies do you enjoy?","What's your favorite movie?","Have you read a book in the last 5 years?","Do you have a pet?","Type of subscription?","Was your subscription gifted?","How often do you interact with the itswill Discord?","What is your current total level in OSRS?","What game mode do you spend most of your time playing?","How many OSRS accounts do you have?","Have you ever gotten a fire cape?","Have you ever gotten an infernal cape?","What is your favorite skill in OSRS?","What is your least favorite skill in OSRS?","What OSRS content do you enjoy?","How do you feel about Sailing?","What state do you live in?","Do you work part or full time?","What's your field of work? ","Which kind of pets do you have?","Who would you like to see itswill collaborate with? (optional) ","What games would you like to see itswill play? (optional) ","What's your favorite emote? (optional) ","Who's your favorite chatter? (optional) ","When should the 15 minute buffer start?","Who's your favorite mod? (optional) ","Do you have any recommendations for overlay features? (optional)","Is hot chocolate a candy?","Is ""cock and balls"" redundant? Are the balls included in the definition of cock?","Have you ever worn pajama pants outside your house?","Have you ever cheated on a test?","Have you ever stolen something from the supermarket?","Do you think aliens exist?","Do you think ghosts exist?","Are you a furry?","How tall are you?","What's your number? Be honest."
"2025/04/18 9:43:27 PM EST","2024","YouTube recommendation","Every video","Yes","3-5 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Skree Sunday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Minecraft (Speedruns, collaborations);Hitman","sniper killer","Undeniable Proof of Aliens Slideshow","Twitch sidebar","7TV","Occasional chatter","Yes","No","5-6","3-4","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Student","","","RuneScape;RPGs","Listening to music;Gaming","shutter island","Yes","No","","","","2277","Ironman","1","Yes","No","Slayer","Firemaking","Skilling;Slayer;Bossing;Raiding","3","New York","","","","mr beast","","ChickenWalk","i dont pay attention to those losers","5:00:01 (5:15:01 should be late)","","","No","No","No","Yes","No","No","No","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/18 9:43:41 PM EST","2023","YouTube series (i.e. Gielinor Games)","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Leagues","Stream vods;Main channel videos","Variety Friday","$52 Streaming Setup","Classics (Fallout, Dead Rising, Elder Scrolls);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal);Pokemon (Romhacks, nuzlockes)","Condemned","Playing every Garfield game","I show up at 5pm PST","BetterTTV;7TV","Active chatter","Yes","Yes","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Baseball;Hockey;Soccer / Football","Basketball;Soccer / Football","FPS;Indie;RuneScape;Other MMOs;RPGs;Sports Video Games;Board Games","Listening to music;Watching television;Watching movies;Gaming","The Matrix","Yes","Yes","Prime","No","Never","1251-1500","Main","2","No","No","Woodcutting","Agility","Skilling;Slayer;Pet hunting","3","California","Full time","Retail","Cat","Hanner. She is the GOAT. no offense Will","Condemned 2, Alan Wake, All halo games on LASO difficulty","ABOBA","ACrowOutside","5:00:01 (5:15:01 should be late)","lusciousdev","Keep the drawings coming","No","No","No","Yes","No","Yes","No","No","> 6'3 (> 190cm)","3"
"2025/04/18 9:43:59 PM EST","2020","Other creator mentioned him","Rarely / When I miss a stream","Yes","Every stream","5","Yes","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","$52 Streaming Setup","Horror (Poop Killer, itch.io horror);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Pokemon (Romhacks, nuzlockes)","PokéScape","Playing Dark Souls","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","Yes","5-6","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Female","Bisexual","It's Complicated","United States","United States","No","High school","Unemployed","","","FPS;Roguelikes;RuneScape;RPGs","Hiking;Listening to music;Watching television;Watching movies;Gaming","John Wick","No","No","Prime","No","Never","2101-2200","Main","3","Yes","No","Runecraft","Mining","Skilling;Bossing;Pet hunting","3","Massachusetts[B]","","","","","Soulsborne games"," BoyHowdyISureDoHateMondays ","BigRobbiesBBQ","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","No","No","No","Yes","Yes","Yes","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 9:44:00 PM EST","2024","Twitch recommendation","Every video","Yes","1-2 days per week","5","No","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Scary Saturday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Minecraft (Speedruns, collaborations)","BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AYA I NEED TO CLOSE IT","IRL Puzzle","I hang out in the offline chat","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","Yes","7-8","3-4","Laptop","OSRS (main game)","Yes","18-23","Right","Yes","Female","Lesbian","It's Complicated","Poland","Poland","No","High school","Unemployed","","","FPS;Indie;Roguelikes;RuneScape","Hiking;Listening to music;Gaming;Solving Rubik's Cubes (speedcubing)","Heat 1995","Yes","No","","","Never","2277","Hardcore Ironman","2","Yes","Yes","Slayer","Firemaking","Skilling;Slayer;Bossing;Raiding","1","","","","","seeing will do something together with hannah would be cool","more Buckshot roulette, more My Summer Car","glorpShakey","ACrowOutside","5:01:00 (5:16:00 should be late)","lusciousdev","","Yes","No","No","Yes","No","No","No","No","> 6'3 (> 190cm)","2"
"2025/04/18 9:44:01 PM EST","2025","YouTube recommendation","Often","Yes","1-2 days per week","5","No","No","Variety","Variety","Main channel videos","Scary Saturday","Christmas Cooking Stream 2023","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","Amenti","Undeniable Proof of Aliens Slideshow","Twitch notification","","Lurker","Yes","Yes","5-6","3-4","Mobile/Tablet","","No","30-35","Right","No","Male","Straight","Single","Ireland","United Kingdom","Yes","Bachelor's degree","Employed","Soccer / Football;Cricket;F1 / Motorsports","Soccer / Football;Cricket","FPS;Indie;Roguelikes","Working out;Hiking;Running;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Coach carter","Yes","Yes","","","Infrequently","","","","","","","","","","","Full time","Consulting","Dog","Purpp (pedo)","Amenti 2","Cocka","Purpp ","5:00:01 (5:15:01 should be late)","hello_snoopy","More hummingbird based banter","No","No","No","Yes","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/18 9:44:22 PM EST","2020","YouTube recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods","Scary Saturday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire)","","Mario 64 16 Star","I show up at 5pm PST","BetterTTV","Active chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game);OSRS (leagues);RS3","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","High school","Employed","None","None","FPS;Fighting Games;Indie;Roguelikes;RuneScape;Other MMOs","Listening to music;Watching television;Watching movies;Gaming;Cooking;Photography","Life of Brian","Yes","Yes","Prime","No","","2001-2100","Main","3","Yes","No","Slayer","Thieving","Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","5","North Carolina","Full time","Real Estate","Cat","","","","","5:00:01 (5:15:01 should be late)","hello_snoopy","","Yes","No","Yes","Yes","No","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 9:44:23 PM EST","2022","YouTube recommendation","Every video","Yes","1-2 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Themed variety days (All pizza games, 0 player games)","the horror golf game","Playing Dark Souls","Twitch sidebar","","Lurker","Yes","No","3-4","1-2","Mobile/Tablet","OSRS (main game)","No","24-29","Right","No","Male","Straight","Single","Armenia","United States","Yes","Master's degree","Employed","League of Legends","Soccer / Football","Other MMOs","Working out;Hiking;Running;Reading;Listening to music","Megalopolis","Yes","No","","","","","","","","","","","","","New York","Full time","Engineering","","","","itswilldunk","","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","Yes","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 9:44:52 PM EST","2020","Recommendation from a friend","Often","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal);Themed variety days (All pizza games, 0 player games)","Zoo Tycoon","Every Lays flavor tier list","I show up at 5pm PST","BetterTTV","Lurker","Yes","No","1-2","1-2","Laptop","","No","30-35","Right","No","Female","Straight","In a relationship","United States","United States","Yes","Master's degree","Unemployed","American Football;UFC","Boxing and running","RPGs;Board Games","Working out;Hiking;Running;Listening to music;Watching television;Gaming;Cooking;Photography;crochet","chitty chitty bang bang","Yes","Yes","Prime","No","","","","","","","","","","","Florida","","","Cat","","rollercoaster tycoon","itswillSneak","hanner","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","Yes","Yes","Yes","Yes","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/18 9:44:52 PM EST","2020","Twitch recommendation","Every video","Yes","3-5 days per week","5","Yes","Yes","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Roguelike (Balatro, Nubby, Ballionaire);Minecraft (Speedruns, collaborations);Themed variety days (All pizza games, 0 player games)","artic eggs","IRL Puzzle","Twitch sidebar","BetterTTV;7TV","Occasional chatter","Yes","No","7-8","3-4","Desktop","OSRS (main game);OSRS (leagues);OSRS (DMM)","Yes","24-29","Right","No","Male","Straight","Single","Australia","Australia","Yes","Bachelor's degree","Employed","Cricket;F1 / Motorsports;NRL (australian rugby league)","Touch Football","Roguelikes;RuneScape;RPGs;Board Games","Watching television;Gaming","Unsure","No","Yes","Prime","No","","2201-2276","Main","2","Yes","Yes","Strength","Mining","Raiding","1","","Part time","Education","Dog","","","itswillHammer","ACrowOutside","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/18 9:45:20 PM EST","2020","Twitch recommendation","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Variety","Stream vods;Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Themed variety days (All pizza games, 0 player games)","Drink milk directly from cow","Undeniable Proof of Aliens Slideshow","Discord notification","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","Yes","5-6","6+","Desktop","OSRS (main game)","Yes","24-29","Right","Yes","Male","Pansexual","Single","United States","United States","Yes","Bachelor's degree","Student","American Football;Basketball;Hockey;Golf","Golf","Indie;Roguelikes;RuneScape;RPGs","Working out;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking;Drawing / Art;Playing an instrument","The Prestige","Yes","Yes","Tier 1","No","Infrequently","2277","Main","3","Yes","Yes","Hunter","Mining","Slayer;Bossing;Raiding;Pet hunting","3","Maine","","","Cat","Hatsune Miku","Pajama Sam","buh","ACrowOutside","5:01:00 (5:16:00 should be late)","Amehzyn","","Yes","No","Yes","Yes","No","Yes","Yes","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/18 9:45:21 PM EST","2021","Recommendation from a friend","Often","Yes","3-5 days per week","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Scary Saturday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Pokemon (Romhacks, nuzlockes)","Amenti, the horror game","Undeniable Proof of Aliens Slideshow","Discord notification","7TV","Occasional chatter","Yes","Yes","5-6","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","","","Roguelikes;RuneScape;RPGs","Listening to music;Gaming","Hateful 8 by quentin tarantino","Yes","Yes","","","Infrequently","2201-2276","Main","2","Yes","Yes","Ranged","Runecraft","Bossing;Raiding","3","Louisiana","Part time","I work with bands selling merch","Dog","More squeex, but I do feel you could collab with ludwig, valkyrae, fuslie, sykkuno etc. You're really entertaining. ","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","No","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 9:45:32 PM EST","2019","Twitch recommendation","Every video","Yes","1-2 days per week","3","No","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","any of Will's favorites","Building the Robot","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","1-2","3-4","Desktop","RS Classic","No","36-41","Left","No","Male","Straight","Divorced","United States","United States","Yes","Associates degree","NEET","","","Indie;Roguelikes","","Into the Wild","Yes","Yes","","","","","","","","","","","","","North Carolina","","","Cat","Squeex (Uncredited as Bowser)","","","","5:00:01 (5:15:01 should be late)","Amehzyn","","No","No","No","No","No","No","No","No","6'-6'3"" (183cm-190cm)","4"
"2025/04/18 9:45:37 PM EST","2019","Twitch recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Royal Titan Tuesday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Minecraft (Speedruns, collaborations)","Poop Killer","Every Lays flavor tier list","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","High school","Employed","American Football;Baseball;Hockey","Skateboarding","RuneScape","Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking;Drawing / Art;Writing","10 Inch Hero","Yes","Yes","Prime","No","","2277","Main","1","Yes","No","Slayer","Agility","Skilling;Slayer;Bossing;Pet hunting;Collection log hunting","2","Missouri","Full time","Arts","Dog;Cat","Mr. Mammal","OSRS, Nubbies ","CokeShakey","Big Robbie","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","No","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/18 9:45:51 PM EST","2022","Other creator mentioned him","Often","Yes","Every stream","5","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","$52 Streaming Setup","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Classics (Fallout, Dead Rising, Elder Scrolls)","","Playing Dark Souls","Twitch notification","BetterTTV;7TV","Occasional chatter","No","Yes","10+","3-4","Desktop","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Baseball;F1 / Motorsports;Counterstrike","Counterstrike","FPS;Indie;RuneScape","Listening to music;Gaming;Sleeping","Troy","No","Yes","Tier 1","No","Never","2277","Main","1","Yes","No","Slayer","Runecraft","Bossing;Pet hunting","1","Texas","Full time","Healthcare","Dog;Huberte","Adriana Chechik","Pools, Hot Tubs, and Beaches","LookUp","","5:00:01 (5:15:01 should be late)","hello_snoopy","Put a cig in his mouth.","No","No","No","Yes","No","Yes","No","No","> 6'3 (> 190cm)","3"
"2025/04/18 9:45:57 PM EST","2020","Recommendation from a friend","Every video","Yes","3-5 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Minecraft (Speedruns, collaborations)","Elden ring","Playing Dark Souls","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","No","1-2","0","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","Canada","Canada","Yes","High school","Employed","","","FPS;Roguelikes;MOBA;RuneScape;Other MMOs","Working out;Hiking;Watching television;Gaming","Die Hard","Yes","Yes","","","","2201-2276","Main","3","Yes","Yes","Woodcutting","Agility","Skilling;Slayer;Bossing;Raiding;Collection log hunting","4","","Full time","Retail","Cat","Germa","Dark Souls","Itswill7","acrowoutsside","5:00:01 (5:15:01 should be late)","lusciousdev","","No","No","No","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/18 9:46:25 PM EST","2021","YouTube recommendation","Rarely / When I miss a stream","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls);Minecraft (Speedruns, collaborations)","Slime Rancher. ","Playing Dark Souls","Twitch sidebar","BetterTTV","Occasional chatter","Yes","No","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","Single","United States","United States","Yes","High school","Employed","","","Indie;Roguelikes;RuneScape;Other MMOs;RPGs;Board Games","Working out;Gaming;Playing an instrument","Knives Out","Yes","Yes","Tier 1","No","","2001-2100","Main","1","Yes","No","Slayer","Runecraft","Skilling;Slayer;Bossing;Raiding;Pet hunting","3","North Carolina","Full time","Manufacturing","Dog;Cat;Bird","Anyone, Just enjoy watching the stream.","Vintage Story, Though unsure he'd like it.","","Chicken Dance guy","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","Yes","No","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
